category,Factory,Retailer,Wholesaler,Distributor
1,400,400,400,400
2,450,100,400,350
3,370,0,150,400
4,470,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,70,0
8,0,0,0,0
9,0,0,0,0
10,0,0,760,0
11,0,0,1360,1070
12,0,0,2690,2070
13,570,0,2390,4570
14,1170,0,1390,10000
15,780,0,0,10100
16,980,500,0,9200
17,1480,400,0,8200
18,1980,1300,0,6700
19,1990,2200,0,5200
20,2090,3300,1270,4700
21,2100,3130,1770,4500
22,2200,2730,1970,4400
23,2220,2330,1970,4400
24,2220,2030,1870,4400
