category,Factory,Retailer,Wholesaler,Distributor
1,400,400,300,450
2,450,200,150,450
3,500,0,0,300
4,300,0,0,0
5,100,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,900,0,0
12,0,900,2400,0
13,0,3100,2800,0
14,0,3100,12700,0
15,0,2800,14300,0
16,0,2400,24300,0
17,0,2000,25900,0
18,0,1600,35900,0
19,0,1200,37500,0
20,0,800,47500,0
21,0,400,49000,0
22,0,100,50500,0
23,0,0,51600,0
24,0,0,51600,0
25,0,0,52600,0
