id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1047379,200,200,150,100,200,200,150,100,300,400,350,400,0,0,0,0,100,100,100,100,200,100,150,100,200,100,150,100,300,400,350,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047388,300,200,200,50,300,200,200,50,300,550,250,150,0,0,0,0,200,200,100,150,200,50,200,400,200,50,200,400,300,550,250,150,200,200,200,200,400,400,400,400,1600,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047394,200,150,300,300,200,150,300,300,450,450,0,0,0,0,0,50,300,200,50,200,150,300,300,400,150,300,300,350,450,450,0,-50,200,200,275,200,600,600,675,600,2475,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047401,50,200,500,500,50,200,500,500,450,100,0,0,0,0,200,150,200,150,300,300,200,500,500,400,200,500,300,300,450,100,-200,-150,250,225,225,200,850,825,900,800,3375,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047411,0,700,300,500,0,700,500,500,0,0,0,0,200,200,0,250,50,200,500,300,700,500,300,400,500,300,500,300,-200,-200,0,-250,350,225,200,400,1200,1050,1100,1200,4550,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047419,900,650,600,500,900,850,600,700,0,0,0,0,850,200,300,150,0,500,300,500,650,500,600,400,0,500,300,500,-850,-200,-300,-150,450,400,400,200,1650,1450,1500,1400,6000,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047424,1600,700,600,100,1600,1550,900,300,0,0,0,0,650,300,400,250,900,0,500,300,700,100,600,400,900,0,500,300,-650,-300,-400,-250,350,1050,400,500,2000,2500,1900,1900,8300,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047447,1400,700,600,100,1400,1350,1000,400,250,500,0,0,0,0,1000,150,1600,900,0,500,700,100,600,400,1350,400,0,500,250,500,-1000,-150,450,850,500,600,2450,3350,2400,2500,10700,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047454,500,200,1500,2000,500,200,2500,2000,1450,0,0,0,0,150,2100,550,1400,1350,400,0,200,2000,1500,400,200,1850,400,0,1450,-150,-2100,-550,350,200,250,1200,2800,3550,2650,3700,12700,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047462,0,1000,2500,5000,0,1000,4600,5150,950,0,0,0,0,4950,2750,550,500,200,1850,400,1000,5000,2500,400,1000,200,1850,400,950,-4950,-2750,-550,750,725,350,2300,3550,4275,3000,6000,16825,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047476,50,7000,2500,10000,50,7000,5250,14950,0,0,0,900,6050,13950,5050,0,0,1000,200,1850,7000,10000,2500,400,950,1000,200,950,-6050,-13950,-5050,900,750,475,5150,2950,4300,4750,8150,8950,26150,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047491,15000,15000,500,10000,15000,21050,5550,23950,0,0,0,700,21000,23000,4550,0,50,950,1000,200,15000,10000,500,400,50,950,1000,400,-21000,-23000,-4550,700,450,6250,14150,5250,4750,11000,22300,14200,52250,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047501,22000,15000,100,10000,22000,36000,4650,33000,0,0,0,1300,21000,32950,3700,0,15000,50,950,1000,15000,10000,100,400,15000,50,950,400,-21000,-32950,-3700,1300,350,21200,23200,4750,5100,32200,45500,18950,101750,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047522,15000,25000,0,10000,15000,46000,3700,42950,0,0,0,1850,24000,27950,3650,0,22000,15000,50,950,25000,10000,0,400,22000,15000,50,400,-24000,-27950,-3650,1850,650,21200,33150,3900,5750,53400,78650,22850,160650,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047526,50000,18000,0,4000,50000,42000,3650,31950,0,0,11350,1500,27000,9950,0,0,15000,22000,15000,50,18000,4000,0,400,15000,22000,3650,400,-27000,-9950,11350,1500,925,24200,28150,3850,6675,77600,106800,26700,217775,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047531,30000,5000,0,1000,30000,32000,0,10950,18000,4050,33350,4750,0,0,0,0,50000,15000,22000,3650,5000,1000,0,400,32000,10950,0,400,18000,4050,33350,4750,750,27200,10150,5675,7425,104800,116950,32375,261550,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047555,5000,200,0,0,5000,200,0,0,47800,36050,44300,4350,0,0,0,0,30000,32000,10950,0,200,0,0,400,200,0,0,400,47800,36050,44300,4350,2375,9000,2025,16675,9800,113800,118975,49050,291625,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047570,0,0,0,0,0,0,0,0,52800,36250,44300,3950,0,0,0,0,5000,200,0,0,0,0,0,400,0,0,0,400,52800,36250,44300,3950,2175,23900,18025,22150,11975,137700,137000,71200,357875,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047575,0,0,0,0,0,0,0,0,52800,36250,44300,3550,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,52800,36250,44300,3550,1975,26400,18125,22150,13950,164100,155125,93350,426525,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047644,0,0,0,0,0,0,0,0,52800,36250,44300,3150,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,52800,36250,44300,3150,1775,26400,18125,22150,15725,190500,173250,115500,494975,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047662,0,0,0,0,0,0,0,0,52800,36250,44300,2750,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,52800,36250,44300,2750,1575,26400,18125,22150,17300,216900,191375,137650,563225,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047670,10,0,0,0,10,0,0,0,52800,36250,44300,2350,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,52800,36250,44300,2350,1375,26400,18125,22150,18675,243300,209500,159800,631275,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047677,0,0,0,0,0,0,0,0,52810,36250,44300,1950,0,0,0,0,10,0,0,0,0,0,0,400,0,0,0,400,52810,36250,44300,1950,1175,26400,18125,22150,19850,269700,227625,181950,699125,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
1047684,0,0,0,0,0,0,0,0,52810,36250,44300,1550,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,52810,36250,44300,1550,975,26405,18125,22150,20825,296105,245750,204100,766780,400,7800,29300,"a37216f400d811f0b1c08eccb4671098"
