id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758421,0,1666,100,100,0,1666,100,100,0,400,400,400,1166,0,0,0,100,100,100,100,1666,100,100,100,500,100,100,100,-1166,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758425,0,500,100,100,0,1666,100,100,0,800,400,100,1666,0,0,0,0,500,100,100,500,100,100,400,0,100,100,400,-1666,800,400,100,200,1366,200,200,400,1566,400,400,2766,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758435,1000,500,1000,100,1000,2166,1000,100,0,700,0,0,2166,0,500,200,0,0,100,100,500,100,1000,400,0,100,500,200,-2166,700,-500,-200,200,1866,400,200,600,3432,800,600,5432,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758441,1200,500,200,1500,1200,2666,700,1500,0,0,0,0,1666,800,600,100,1000,0,100,500,500,1500,200,400,1000,700,100,500,-1666,-800,-600,-100,400,2366,350,700,1000,5798,1150,1300,9248,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758447,500,500,100,800,500,2166,700,1600,0,0,0,0,966,600,0,400,1200,1000,700,100,500,800,100,400,1200,1000,700,100,-966,-600,0,-400,300,1866,1000,800,1300,7664,2150,2100,13214,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758450,500,500,100,100,500,1466,100,700,0,500,900,0,966,0,0,100,500,1200,1000,700,500,100,100,400,500,700,100,700,-966,500,900,-100,600,1166,800,200,1900,8830,2950,2300,15980,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758453,500,500,100,100,500,1466,100,100,0,900,1500,0,966,0,0,400,500,500,700,100,500,100,100,400,500,100,100,100,-966,900,1500,-400,300,1166,250,450,2200,9996,3200,2750,18146,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758464,600,300,1000,0,600,1266,1000,0,0,1400,600,0,766,0,0,700,500,500,100,100,300,0,1000,400,500,0,1000,100,-766,1400,600,-700,600,1166,450,750,2800,11162,3650,3500,21112,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758475,300,200,400,600,300,966,400,600,0,1300,200,0,366,0,0,100,600,500,0,1000,200,600,400,400,600,600,400,1000,-366,1300,200,-100,900,966,700,300,3700,12128,4350,3800,23978,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
1758480,100,500,100,400,100,866,100,400,0,1500,700,0,566,0,0,100,300,600,600,400,500,400,100,400,300,400,100,400,-566,1500,700,-100,300,566,650,200,4000,12694,5000,4000,25694,400,7800,29300,"cmmm3xjar000jkz04a7cc2klc"
