id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758185,100,0,130,50,100,0,130,50,500,450,370,400,0,0,0,0,100,100,100,100,0,50,130,100,0,50,130,100,500,450,370,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758193,0,0,150,200,0,0,150,200,600,250,270,130,0,0,0,0,100,0,50,130,0,200,150,400,0,200,150,400,600,250,270,130,200,250,225,200,400,450,425,400,1675,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758200,55,150,400,300,55,150,400,300,450,0,70,0,0,50,0,120,0,0,200,150,150,300,400,400,150,250,400,280,450,-50,70,-120,200,300,200,200,600,750,625,600,2575,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758206,150,600,400,530,150,600,400,580,0,0,0,0,95,430,80,120,55,150,250,400,600,530,400,400,505,150,320,400,-95,-430,-80,-120,320,225,250,200,920,975,875,800,3570,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758218,500,1000,400,400,500,1095,480,830,0,0,0,0,945,325,330,200,150,505,150,320,1000,400,400,400,150,505,150,320,-945,-325,-330,-200,320,295,630,280,1240,1270,1505,1080,5095,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758234,1000,600,650,800,1000,1545,980,1125,0,0,0,0,1045,975,475,450,500,150,505,150,600,800,650,400,500,150,505,150,-1045,-975,-475,-450,400,1145,525,530,1640,2415,2030,1610,7695,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758237,500,1000,400,2000,500,2045,875,2975,0,0,0,0,1045,2475,725,345,1000,500,150,505,1000,2000,400,400,1000,500,150,505,-1045,-2475,-725,-345,650,1245,1175,675,2290,3660,3205,2285,11440,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758258,2045,1200,400,4000,2045,2245,1125,6475,0,0,0,0,1745,5475,625,595,500,1000,500,150,1200,4000,400,400,500,1000,500,150,-1745,-5475,-625,-595,545,1245,2675,925,2835,4905,5880,3210,16830,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758295,500,1500,400,0,500,3245,1025,5475,0,0,0,0,1200,4975,25,495,2045,500,1000,500,1500,0,400,400,2045,500,1000,500,-1200,-4975,-25,-495,795,1945,5675,825,3630,6850,11555,4035,26070,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758309,1200,1000,500,0,1200,2200,525,4975,0,0,0,105,1700,2930,25,0,500,2045,500,1000,1000,0,500,400,500,2045,500,895,-1700,-2930,-25,105,695,1400,5175,225,4325,8250,16730,4260,33565,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758320,500,750,400,0,500,2450,425,2930,0,0,1620,205,1250,2430,0,0,1200,500,2045,500,750,0,400,400,1200,500,425,400,-1250,-2430,1620,205,200,1900,3130,225,4525,10150,19860,4485,39020,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758326,750,500,300,0,750,1750,300,2430,0,0,1820,230,1250,1230,0,0,500,1200,500,425,500,0,300,400,500,1200,300,400,-1250,-1230,1820,230,200,1450,2630,810,4725,11600,22490,5295,44110,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758333,500,400,200,0,500,1650,200,1230,0,0,2820,130,900,730,0,0,750,500,1200,300,400,0,200,400,750,500,200,400,-900,-730,2820,130,200,1450,1430,910,4925,13050,23920,6205,48100,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758369,750,300,350,0,750,1200,350,730,0,20,2970,0,700,0,0,70,500,750,500,200,300,0,350,400,500,730,350,330,-700,20,2970,-70,200,1100,930,1410,5125,14150,24850,7615,51740,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758394,500,50,400,0,500,750,400,0,0,520,3300,0,0,0,0,120,750,500,730,350,50,0,400,400,750,0,400,350,0,520,3300,-120,270,900,200,1485,5395,15050,25050,9100,54595,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758401,50,0,400,0,50,0,400,0,500,1270,2900,0,0,0,0,120,500,750,0,400,0,0,400,400,0,0,400,400,500,1270,2900,-120,320,200,260,1650,5715,15250,25310,10750,57025,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758404,0,0,400,0,0,0,400,0,550,1270,2500,0,0,0,0,120,50,0,0,400,0,0,400,400,0,0,400,400,550,1270,2500,-120,320,250,635,1450,6035,15500,25945,12200,59680,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758406,0,0,450,0,0,0,450,0,550,1270,2050,0,0,0,0,120,0,0,0,400,0,0,450,400,0,0,450,400,550,1270,2050,-120,320,275,635,1250,6355,15775,26580,13450,62160,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758407,0,0,450,0,0,0,450,0,550,1270,1600,0,0,0,0,70,0,0,0,450,0,0,450,400,0,0,450,450,550,1270,1600,-70,320,275,635,1025,6675,16050,27215,14475,64415,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758409,0,0,450,0,0,0,450,0,550,1270,1150,0,0,0,0,20,0,0,0,450,0,0,450,400,0,0,450,450,550,1270,1150,-20,270,275,635,800,6945,16325,27850,15275,66395,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
1758410,0,0,470,0,0,0,470,0,550,1270,680,30,0,0,0,0,0,0,0,450,0,0,470,400,0,0,470,420,550,1270,680,30,220,275,635,575,7165,16600,28485,15850,68100,400,7800,29300,"cmmm2jp840006ii04lpntsa7t"
