id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1047374,100,100,0,100,100,100,0,100,400,400,500,400,0,0,0,0,100,100,100,100,100,100,0,100,100,100,0,100,400,400,500,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047392,100,110,0,0,100,110,0,0,390,500,600,0,0,0,0,0,100,100,100,0,110,0,0,400,110,0,0,400,390,500,600,0,200,200,200,250,400,400,400,450,1650,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047409,120,0,600,0,120,0,600,0,490,610,0,0,0,0,0,400,100,110,0,0,0,0,600,400,0,0,600,0,490,610,0,-400,200,200,250,300,600,600,650,750,2600,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047453,0,250,1200,1000,0,250,1200,1000,360,0,0,0,0,390,1200,200,120,0,0,600,250,1000,1200,400,250,610,0,600,360,-390,-1200,-200,600,245,305,200,1200,845,955,950,3950,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047475,180,500,1000,2600,180,500,2200,2990,0,0,0,0,140,2740,1590,600,0,250,610,0,500,2600,1000,400,360,250,610,0,-140,-2740,-1590,-600,400,200,590,1400,1600,1045,1545,2350,6540,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047518,600,5000,1600,3200,600,5140,3190,5940,0,0,0,0,4960,5580,2940,390,180,360,250,610,5000,3200,1600,400,180,360,250,610,-4960,-5580,-2940,-390,800,340,2940,1790,2400,1385,4485,4140,12410,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047559,60000,10000,1000,7000,60000,14960,3940,12580,0,0,0,0,14360,12400,3580,540,600,180,360,250,10000,7000,1000,400,600,180,360,250,-14360,-12400,-3580,-540,590,5160,5780,3140,2990,6545,10265,7280,27080,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047660,80000,25000,2000,10000,80000,39360,5580,22400,20640,0,0,0,0,21800,5400,580,60000,600,180,360,25000,10000,2000,400,39360,600,180,360,20640,-21800,-5400,-580,740,14560,12600,3780,3730,21105,22865,11060,58760,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047710,20000,50000,300,20000,20000,50000,5700,41800,50640,0,0,0,0,2440,5100,800,80000,39360,600,180,50000,20000,300,400,50000,39360,600,180,50640,-2440,-5100,-800,780,10320,22000,5600,4510,31425,44865,16660,97460,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047747,80000,5000,1400,15000,80000,5000,6500,17440,65640,32560,32860,0,0,0,0,600,20000,50000,39360,600,5000,15000,1400,400,5000,17440,6500,600,65640,32560,32860,-600,1000,25320,2640,5300,5510,56745,47505,21960,131720,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047774,10000,0,3000,0,10000,0,3000,0,145640,37560,47300,5500,0,0,0,0,80000,5000,17440,6500,0,0,3000,400,0,0,3000,1000,145640,37560,47300,5500,800,32820,16280,16430,6310,89565,63785,38390,198050,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
1047782,0,0,0,0,0,0,0,0,155640,37560,47300,8100,0,0,0,0,10000,0,0,3000,0,0,0,400,0,0,0,400,155640,37560,47300,8100,2750,72820,18780,23650,9060,162385,82565,62040,316050,400,7800,29300,"a31472c400d811f0b1c08eccb4671098"
