id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1683172,40000,0,600,3000,40000,15898,3082,12362,0,0,0,0,3898,9362,2582,1650,12000,3000,500,0,0,3000,600,400,12000,3000,500,0,-3898,-9362,-2582,-1650,1450,16098,9562,2682,9750,30320,24736,9256,74062,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683189,35000,15000,10000,3000,35000,18898,12582,12362,21102,0,0,0,0,362,9582,1550,40000,12000,3000,500,15000,3000,10000,400,18898,12000,3000,500,21102,-362,-9582,-1550,1850,4098,9562,2782,11600,34418,34298,12038,92354,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683203,10000,3000,10000,15000,10000,3000,19582,15362,53102,3536,0,1050,0,0,7582,0,35000,18898,12000,3000,3000,15000,10000,400,3000,15362,12000,1950,53102,3536,-7582,1050,1750,10551,562,9782,13350,44969,34860,21820,114999,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683205,5000,12000,400,15000,5000,12000,7982,15000,51102,0,7380,12650,0,8464,0,0,10000,3000,15362,12000,12000,15000,400,400,12000,6536,7982,400,51102,-8464,7380,12650,525,26551,1768,7782,13875,71520,36628,29602,151625,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683211,12000,25000,0,500,12000,25000,0,8964,31102,3036,13916,20232,0,0,0,0,5000,12000,6536,7982,25000,500,0,400,25000,8964,0,400,31102,3036,13916,20232,6325,25551,8664,3690,20200,97071,45292,33292,195855,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683216,19000,0,0,0,19000,0,0,0,43102,28036,22880,19832,0,0,0,0,12000,25000,8964,0,0,0,0,400,0,0,0,400,43102,28036,22880,19832,10116,15551,1518,6958,30316,112622,46810,40250,229998,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683218,5000,0,0,0,5000,0,0,0,62102,28036,22880,19432,0,0,0,0,19000,0,0,0,0,0,0,400,0,0,0,400,62102,28036,22880,19432,9916,21551,14018,11440,40232,134173,60828,51690,286923,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683220,0,1000,0,0,0,1000,0,0,66102,28036,22880,19032,0,0,0,0,5000,0,0,0,1000,0,0,400,1000,0,0,400,66102,28036,22880,19032,9716,31051,14018,11440,49948,165224,74846,63130,353148,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683221,0,20,0,0,0,20,0,0,66082,29036,22880,18632,0,0,0,0,0,1000,0,0,20,0,0,400,20,0,0,400,66082,29036,22880,18632,9516,33051,14018,11440,59464,198275,88864,74570,421173,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683223,1000,20,0,0,1000,20,0,0,66062,29056,22880,18232,0,0,0,0,0,20,0,0,20,0,0,400,20,0,0,400,66062,29056,22880,18232,9316,33041,14518,11440,68780,231316,103382,86010,489488,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683226,500,10,0,0,500,10,0,0,67052,29076,22880,17832,0,0,0,0,1000,20,0,0,10,0,0,400,10,0,0,400,67052,29076,22880,17832,9116,33031,14528,11440,77896,264347,117910,97450,557603,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683228,1000,0,0,0,1000,0,0,0,67552,29086,22880,17432,0,0,0,0,500,10,0,0,0,0,0,400,0,0,0,400,67552,29086,22880,17432,8916,33526,14538,11440,86812,297873,132448,108890,626023,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683229,0,0,0,0,0,0,0,0,68552,29086,22880,17032,0,0,0,0,1000,0,0,0,0,0,0,400,0,0,0,400,68552,29086,22880,17032,8716,33776,14543,11440,95528,331649,146991,120330,694498,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
1683231,5000,0,0,0,5000,0,0,0,68552,29086,22880,16632,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,68552,29086,22880,16632,8516,34276,14543,11440,104044,365925,161534,131770,763273,400,7800,29300,"cmkwp7sdp000ei604pmtudcdx"
