id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1683254,100,100,100,100,100,100,100,100,400,400,400,400,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,400,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683255,100,100,100,100,100,100,100,100,400,400,400,100,0,0,0,0,100,100,100,100,100,100,100,400,100,100,100,400,400,400,400,100,200,200,200,200,400,400,400,400,1600,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683256,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,200,100,100,100,100,100,100,100,400,100,100,100,200,400,400,400,-200,200,200,200,200,600,600,600,600,2400,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683257,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,500,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-500,400,200,200,200,1000,800,800,800,3400,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683258,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,800,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-800,700,200,200,200,1700,1000,1000,1000,4700,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683259,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,1100,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-1100,1000,200,200,200,2700,1200,1200,1200,6300,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683260,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,1400,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-1400,1300,200,200,200,4000,1400,1400,1400,8200,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683261,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,1700,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-1700,1600,200,200,200,5600,1600,1600,1600,10400,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683262,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,2000,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-2000,1900,200,200,200,7500,1800,1800,1800,12900,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
1683263,100,100,100,100,100,100,100,100,400,400,400,0,0,0,0,2300,100,100,100,100,100,100,100,400,100,100,100,100,400,400,400,-2300,2200,200,200,200,9700,2000,2000,2000,15700,400,7800,29300,"cmkwp7sdp000gi6046lvpz4a1"
