id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758420,300,100,100,0,300,100,100,0,400,500,400,400,0,0,0,0,100,100,100,100,100,0,100,100,100,0,100,100,400,500,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758427,300,0,100,0,300,0,100,0,700,600,300,100,0,0,0,0,300,100,0,100,0,0,100,400,0,0,100,400,700,600,300,100,200,200,250,200,400,400,450,400,1650,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758439,100,50,500,0,100,50,500,0,950,600,0,0,0,0,200,200,300,0,0,100,50,0,500,400,50,0,300,200,950,600,-200,-200,200,350,300,200,600,750,750,600,2700,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758444,0,0,500,1000,0,0,700,1000,1050,0,0,0,0,350,700,300,100,50,0,300,0,1000,500,400,0,650,0,300,1050,-350,-700,-300,400,475,300,400,1000,1225,1050,1000,4275,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758448,0,1000,500,2000,0,1000,1200,2350,50,0,0,0,0,2350,550,700,0,0,650,0,1000,2000,500,400,1000,0,650,0,50,-2350,-550,-700,500,525,550,900,1500,1750,1600,1900,6750,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758465,500,1000,500,2000,500,1000,1050,4350,0,0,0,0,950,3350,1050,450,0,1000,0,650,1000,2000,500,400,50,1000,0,650,-950,-3350,-1050,-450,900,200,2550,750,2400,1950,4150,2650,11150,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758474,750,1000,400,2000,750,1950,1450,5350,0,0,0,0,1450,5300,450,850,500,50,1000,0,1000,2000,400,400,500,50,1000,0,-1450,-5300,-450,-850,650,1150,3550,1250,3050,3100,7700,3900,17750,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758486,800,100,400,1000,800,1550,850,6300,0,0,0,0,800,5800,800,250,750,500,50,1000,100,1000,400,400,750,500,50,1000,-800,-5800,-800,-250,1050,1650,5500,650,4100,4750,13200,4550,26600,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758492,500,500,400,2000,500,1300,1200,7800,0,0,0,0,500,7050,700,600,800,750,500,50,500,2000,400,400,800,750,500,50,-500,-7050,-700,-600,450,1000,6000,1000,4550,5750,19200,5550,35050,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758500,400,500,400,2500,400,1000,1100,9550,0,0,0,0,500,8750,350,500,500,800,750,500,500,2500,400,400,500,800,750,500,-500,-8750,-350,-500,800,700,7250,900,5350,6450,26450,6450,44700,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758508,500,800,400,1500,500,1300,750,10250,0,0,50,0,900,9750,0,150,400,500,800,750,800,1500,400,400,400,500,750,750,-900,-9750,50,-150,700,700,8950,550,6050,7150,35400,7000,55600,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758514,1000,100,400,1500,1000,1000,400,11250,0,0,150,200,500,10850,0,0,500,400,500,750,100,1500,400,400,500,400,400,550,-500,-10850,150,200,350,1100,9950,200,6400,8250,45350,7200,67200,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758524,400,12350,400,1000,400,12850,400,11850,0,0,150,200,11850,11350,0,0,1000,500,400,400,12350,1000,400,400,1000,500,400,400,-11850,-11350,150,200,200,700,11050,200,6600,8950,56400,7400,79350,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758526,400,12350,400,1000,400,24200,400,12350,0,0,250,200,23800,11350,0,0,400,1000,500,400,12350,1000,400,400,400,1000,400,400,-23800,-11350,250,200,200,12050,11550,200,6800,21000,67950,7600,103350,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758531,400,12350,400,1000,400,36150,400,12350,0,0,850,200,35750,11950,0,0,400,400,1000,400,12350,1000,400,400,400,400,400,400,-35750,-11950,850,200,200,24000,11550,200,7000,45000,79500,7800,139300,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758534,35000,12950,400,0,35000,48700,400,11950,0,0,850,200,48300,11550,0,0,400,400,400,400,12950,0,400,400,400,400,400,400,-48300,-11550,850,200,200,35950,12150,425,7200,80950,91650,8225,188025,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758535,35000,11550,400,0,35000,59850,400,11550,0,0,850,200,24850,11150,0,0,35000,400,400,400,11550,0,400,400,35000,400,400,400,-24850,-11150,850,200,200,48500,11750,425,7400,129450,103400,8650,248900,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758536,1000,11150,400,0,1000,36000,400,11150,0,23850,850,200,1000,0,0,0,35000,35000,400,400,11150,0,400,400,35000,11150,400,400,-1000,23850,850,200,200,25050,11350,425,7600,154500,114750,9075,285925,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758538,0,0,400,0,0,1000,400,0,0,58850,11600,200,0,0,0,0,1000,35000,11150,400,0,0,400,400,1000,0,400,400,0,58850,11600,200,200,1200,11925,425,7800,155700,126675,9500,299675,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758540,200,0,400,0,200,0,400,0,0,59850,11200,200,0,0,0,0,0,1000,0,400,0,0,400,400,0,0,400,400,0,59850,11200,200,200,200,29425,5800,8000,155900,156100,15300,335300,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758541,500,0,400,0,500,0,400,0,200,59850,10800,200,0,0,0,0,200,0,0,400,0,0,400,400,0,0,400,400,200,59850,10800,200,200,200,29925,5600,8200,156100,186025,20900,371225,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758542,0,0,400,0,0,0,400,0,700,59850,10400,200,0,0,0,0,500,0,0,400,0,0,400,400,0,0,400,400,700,59850,10400,200,200,200,29925,5400,8400,156300,215950,26300,406950,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758543,0,0,400,0,0,0,400,0,700,59850,10000,200,0,0,0,0,0,0,0,400,0,0,400,400,0,0,400,400,700,59850,10000,200,200,350,29925,5200,8600,156650,245875,31500,442625,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
1758544,0,0,400,0,0,0,400,0,700,59850,9600,200,0,0,0,0,0,0,0,400,0,0,400,400,0,0,400,400,700,59850,9600,200,200,350,29925,5000,8800,157000,275800,36500,478100,400,7800,29300,"cmmm3xjar000lkz04rvuqhrgn"
