id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1682810,100,100,100,100,100,100,100,100,400,400,400,400,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,400,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682855,400,100,100,100,400,100,100,100,400,400,400,100,0,0,0,0,100,100,100,100,100,100,100,400,100,100,100,400,400,400,400,100,200,200,200,200,400,400,400,400,1600,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682891,0,100,485,0,0,100,485,0,700,500,15,0,0,0,0,200,400,100,100,100,100,0,485,400,100,0,485,200,700,500,15,-200,200,200,200,200,600,600,600,600,2400,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682922,0,100,473,600,0,100,473,600,600,0,0,0,0,0,458,115,0,100,0,485,100,600,473,400,100,600,15,485,600,0,-458,-115,400,350,250,200,1000,950,850,800,3600,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682947,100,200,463,1000,100,200,921,1000,400,0,0,0,0,900,321,500,0,100,600,15,200,1000,463,400,200,100,600,15,400,-900,-321,-500,315,300,200,658,1315,1250,1050,1458,5073,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682965,200,1300,454,1000,200,1300,775,1900,0,0,0,0,800,1700,675,300,100,200,100,600,1300,1000,454,400,500,200,100,600,-800,-1700,-675,-300,700,200,1100,521,2015,1450,2150,1979,7594,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682981,1000,500,446,100,1000,1300,1121,1800,0,0,0,0,1100,1300,921,600,200,500,200,100,500,100,446,400,200,500,200,100,-1100,-1300,-921,-600,500,1000,1900,875,2515,2450,4050,2854,11869,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1682991,1000,200,439,221,1000,1300,1360,1521,0,0,0,0,300,1321,860,800,1000,200,500,200,200,221,439,400,1000,200,500,200,-300,-1321,-860,-800,800,1300,1500,1121,3315,3750,5550,3975,16590,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1683003,500,200,434,500,500,500,1294,1821,500,0,0,0,0,821,1094,700,1000,1000,200,500,200,500,434,400,500,1000,200,500,500,-821,-1094,-700,1000,500,1521,1060,4315,4250,7071,5035,20671,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
1683021,100,400,429,500,100,400,1523,1321,600,0,0,0,0,821,523,900,500,500,1000,200,400,500,429,400,400,500,1000,200,600,-821,-523,-900,900,250,1021,1294,5215,4500,8092,6329,24136,400,7800,29300,"cmkwp7sdo000ai6041jc1c0n1"
