id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1047370,150,100,100,100,150,100,100,100,400,400,400,400,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,400,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047377,120,100,100,150,120,100,100,150,450,350,400,100,0,0,0,0,150,100,100,100,100,150,100,400,100,150,100,400,450,350,400,100,200,200,200,200,400,400,400,400,1600,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047383,200,200,400,50,200,200,400,50,370,400,150,0,0,0,0,200,120,100,150,100,200,50,400,400,200,50,400,200,370,400,150,-200,200,225,200,200,600,625,600,600,2425,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047391,300,100,400,600,300,100,400,600,470,0,0,0,0,0,200,200,200,200,50,400,100,600,400,400,100,600,200,400,470,0,-200,-200,400,200,200,200,1000,825,800,800,3425,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047402,200,900,600,600,200,900,800,600,0,0,0,0,130,500,200,400,300,100,600,200,900,600,600,400,770,100,600,200,-130,-500,-200,-400,400,235,200,400,1400,1060,1000,1200,4660,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047405,300,900,200,600,300,1030,400,1100,0,0,0,0,830,330,300,200,200,770,100,600,900,600,200,400,200,770,100,600,-830,-330,-300,-200,600,330,700,400,2000,1390,1700,1600,6690,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047415,900,700,400,1000,900,1530,700,1330,0,0,70,0,1230,1130,0,500,300,200,770,100,700,1000,400,400,300,200,700,100,-1230,-1130,70,-500,400,1030,530,500,2400,2420,2230,2100,9150,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047423,1000,1500,400,800,1000,2730,400,1930,0,0,0,0,1830,1630,130,200,900,300,200,700,1500,800,400,400,900,300,270,700,-1830,-1630,-130,-200,700,1430,1330,200,3100,3850,3560,2300,12810,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047435,2500,2500,300,800,2500,4330,430,2430,0,0,0,0,3330,1530,130,330,1000,900,300,270,2500,800,300,400,1000,900,300,270,-3330,-1530,-130,-330,400,2030,1830,330,3500,5880,5390,2630,17400,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
1047455,1000,2500,10,800,1000,5830,140,2330,0,0,760,0,3330,1330,0,430,2500,1000,900,300,2500,800,10,400,2500,1000,140,300,-3330,-1330,760,-430,530,3530,1730,330,4030,9410,7120,2960,23520,400,7800,29300,"a2aa829c00d811f0b1c08eccb4671098"
