category,Factory,Retailer,Wholesaler,Distributor
1,400,400,400,400
2,400,100,400,400
3,700,0,15,500
4,600,0,0,0
5,400,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,500,0,0,0
10,600,0,0,0
11,0,0,0,0
12,0,0,0,0
13,1000,0,0,0
14,100,100,0,0
15,0,0,84,0
16,0,316,872,0
17,0,328,562,879
18,100,338,475,1379
19,300,346,68,979
20,300,353,162,579
21,0,359,157,679
22,0,364,0,719
23,300,121,0,326
24,400,0,0,26
