id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758424,400,200,100,100,400,200,100,100,300,400,400,400,0,0,0,0,100,100,100,100,200,100,100,100,200,100,100,100,300,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758430,300,200,100,100,300,200,100,100,500,500,400,100,0,0,0,0,400,200,100,100,200,100,100,400,200,100,100,400,500,500,400,100,200,200,200,200,400,400,400,400,1600,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758433,300,200,300,100,300,200,300,100,600,600,200,0,0,0,0,200,300,200,100,100,200,100,300,400,200,100,300,200,600,600,200,-200,200,250,250,200,600,650,650,600,2500,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758437,200,100,600,357,200,100,600,357,800,443,0,0,0,0,300,300,300,200,100,300,100,357,600,400,100,357,300,300,800,443,-300,-300,400,300,300,200,1000,950,950,800,3700,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758445,0,160,800,734,0,160,1100,734,840,0,0,0,0,191,743,400,200,100,357,300,160,734,800,400,160,543,357,300,840,-191,-743,-400,500,400,221.5,500,1500,1350,1171.5,1300,5321.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758462,0,750,1500,972,0,750,2243,1163,90,0,0,0,0,1003,1700,443,0,160,543,357,750,972,1500,400,750,160,543,357,90,-1003,-1700,-443,600,420,391,943,2100,1770,1562.5,2243,7675.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758469,800,1100,2000,1848,800,1100,3700,2851,0,0,0,0,1010,2101,3540,300,0,750,160,543,1100,1848,2000,400,90,750,160,543,-1010,-2101,-3540,-300,643,200,1203,1900,2743,1970,2765.5,4143,11621.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758477,2000,4000,2500,2441,2000,5010,6040,4542,0,0,0,0,4210,4452,5290,540,800,90,750,160,4000,2441,2500,400,800,90,750,160,-4210,-4452,-5290,-540,500,1210,2301,3740,3243,3180,5066.5,7883,19372.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758481,3000,3000,5000,3021,3000,7210,10290,7473,0,0,0,0,5210,6673,10200,190,2000,800,90,750,3000,3021,5000,400,2000,800,90,750,-5210,-6673,-10200,-190,740,4410,4652,5490,3983,7590,9718.5,13373,34664.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758485,5000,400,5500,6161,5000,5610,15700,12834,0,0,0,0,2610,10834,14900,500,3000,2000,800,90,400,6161,5500,400,3000,2000,800,90,-2610,-10834,-14900,-500,390,5410,6873,10400,4373,13000,16591.5,23773,57737.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
1758490,200,8000,4000,6638,200,10610,18900,17472,0,0,0,0,5610,14472,16900,100,5000,3000,2000,800,8000,6638,4000,400,5000,3000,2000,800,-5610,-14472,-16900,-100,700,2810,11034,15100,5073,15810,27625.5,38873,87381.5,400,7800,29300,"cmmm3xjar000pkz04tzlwd38h"
