id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1047372,100,100,100,100,100,100,100,100,400,400,400,400,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,400,400,400,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047376,100,100,180,100,100,100,180,100,400,400,320,100,0,0,0,0,100,100,100,100,100,100,180,400,100,100,180,400,400,400,320,100,200,200,200,200,400,400,400,400,1600,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047384,100,100,200,120,100,100,200,120,400,380,220,0,0,0,0,120,100,100,100,180,100,120,200,400,100,120,200,280,400,380,220,-120,200,200,200,200,600,600,600,600,2400,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047395,100,120,50,200,100,120,50,200,380,280,290,0,0,0,0,320,100,100,120,200,120,200,50,400,120,200,50,200,380,280,290,-320,320,200,200,200,920,800,800,800,3320,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047403,125,200,50,120,125,200,50,120,280,280,440,0,0,0,0,670,100,120,200,50,200,120,50,400,200,120,50,50,280,280,440,-670,520,200,200,200,1440,1000,1000,1000,4440,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047413,227,120,0,50,227,120,0,50,285,430,560,0,0,0,0,1020,125,200,120,50,120,50,0,400,120,50,0,50,285,430,560,-1020,870,200,200,220,2310,1200,1200,1220,5930,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047420,121,50,0,0,121,50,0,0,462,550,610,0,0,0,0,1420,227,120,50,0,50,0,0,400,50,0,0,0,462,550,610,-1420,1220,200,215,280,3530,1400,1415,1500,7845,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047434,31,0,50,0,31,0,50,0,583,600,560,0,0,0,0,1820,121,50,0,0,0,0,50,400,0,0,50,0,583,600,560,-1820,1620,231,275,305,5150,1631,1690,1805,10276,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047446,0,0,0,0,0,0,0,0,614,600,560,0,0,0,0,2170,31,0,0,50,0,0,0,400,0,0,0,50,614,600,560,-2170,2020,291.5,300,280,7170,1922.5,1990,2085,13167.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047456,0,0,100,0,0,0,100,0,614,600,360,0,0,0,0,2870,0,0,0,100,0,0,100,400,0,0,100,100,614,600,360,-2870,2770,307,300,230,12310,2536.5,2590,2595,20031.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047465,0,0,200,50,0,0,200,50,614,550,160,0,0,0,0,3170,0,0,0,100,0,50,200,400,0,50,200,100,614,550,160,-3170,3070,307,300,200,15380,2843.5,2890,2795,23908.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047470,0,50,200,120,0,50,200,120,564,430,10,0,0,0,0,3370,0,0,50,200,50,120,200,400,50,120,200,200,564,430,10,-3370,3370,307,275,200,18750,3150.5,3165,2995,28060.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047474,33,120,500,190,33,120,500,190,444,290,0,0,0,0,370,3570,0,50,120,200,120,190,500,400,120,190,130,200,444,290,-370,-3570,3570,282,215,200,22320,3432.5,3380,3195,32327.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047479,126,190,300,500,126,190,670,500,287,0,0,0,0,90,480,3840,33,120,190,130,190,500,300,400,190,410,190,130,287,-90,-480,-3840,3770,222,200,570,26090,3654.5,3580,3765,37089.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
1047484,215,500,150,500,215,500,630,590,0,0,0,0,87,400,220,4050,126,190,410,190,500,500,150,400,413,190,410,190,-87,-400,-220,-4050,4040,200,290,680,30130,3854.5,3870,4445,42299.5,400,7800,29300,"a5594d8e00d811f0b1c08eccb4671098"
