id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758183,0,100,0,50,0,100,0,50,400,450,500,400,0,0,0,0,100,100,100,100,100,50,0,100,100,50,0,100,400,450,500,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758195,0,0,100,0,0,0,100,0,400,550,450,0,0,0,0,0,0,100,50,0,0,0,100,400,0,0,100,400,400,550,450,0,200,200,225,250,400,400,425,450,1675,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758201,0,0,600,50,0,0,600,50,400,500,0,0,0,0,150,300,0,0,0,100,0,50,600,400,0,50,450,100,400,500,-150,-300,200,200,275,225,600,600,700,675,2575,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758204,0,0,400,450,0,0,550,450,400,50,0,0,0,0,500,250,0,0,50,450,0,450,400,400,0,450,50,450,400,50,-500,-250,500,200,250,350,1100,800,950,1025,3875,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758210,0,200,800,700,0,200,1300,700,200,0,0,0,0,650,850,600,0,0,450,50,200,700,800,400,200,50,450,50,200,-650,-850,-600,450,200,200,700,1550,1000,1150,1725,5425,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758213,200,1200,1100,450,200,1200,1950,1100,0,0,0,0,1000,900,1900,550,0,200,50,450,1200,450,1100,400,200,200,50,450,-1000,-900,-1900,-550,800,200,850,1050,2350,1200,2000,2775,8325,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758224,1000,1500,1100,700,1000,2500,3000,1600,0,0,0,0,2300,1400,2800,900,200,200,200,50,1500,700,1100,400,200,200,200,50,-2300,-1400,-2800,-900,750,1200,1100,2100,3100,2400,3100,4875,13475,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758235,3000,3000,2000,500,3000,5300,4800,1900,0,0,0,0,4300,1700,4600,1100,1000,200,200,200,3000,500,2000,400,1000,200,200,200,-4300,-1700,-4600,-1100,1100,2500,1600,3000,4200,4900,4700,7875,21675,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758241,6000,3000,3600,1000,6000,7300,8200,2700,0,0,0,0,4300,1700,8000,1300,3000,1000,200,200,3000,1000,3600,400,3000,1000,200,200,-4300,-1700,-8000,-1300,1300,4500,1900,4800,5500,9400,6600,12675,34175,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
1758259,8000,3000,6000,2000,8000,7300,14000,3700,0,0,0,0,1300,700,13000,1500,6000,3000,1000,200,3000,2000,6000,400,6000,3000,1000,200,-1300,-700,-13000,-1500,1500,4500,1900,8200,7000,13900,8500,20875,50275,400,7800,29300,"cmmm2jp85000aii04q5t5c2lx"
