id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1758182,100,100,50,120,100,100,50,120,400,380,450,400,0,0,0,0,100,100,100,100,100,120,50,100,100,120,50,100,400,380,450,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758202,100,40,100,40,100,40,100,40,460,440,470,50,0,0,0,0,100,100,120,50,40,40,100,400,40,40,100,400,460,440,470,50,200,200,200,225,400,400,400,425,1625,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758207,40,40,500,80,40,40,500,80,520,400,10,0,0,0,0,250,100,40,40,100,40,80,500,400,40,80,500,150,520,400,10,-250,200,230,220,235,600,630,620,660,2510,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758209,150,400,500,700,150,400,500,700,160,0,0,0,0,260,410,150,40,40,80,500,400,700,500,400,400,440,90,500,160,-260,-410,-150,450,260,200,200,1050,890,820,860,3620,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758215,150,1000,150,500,150,1000,560,760,0,0,0,0,690,360,120,460,150,400,440,90,1000,500,150,400,310,400,440,90,-690,-360,-120,-460,350,200,460,610,1400,1090,1280,1470,5240,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758219,1500,400,1000,50,1500,1090,1120,410,0,0,0,0,940,100,720,420,150,310,400,440,400,50,1000,400,150,310,400,440,-940,-100,-720,-420,660,890,560,320,2060,1980,1840,1790,7670,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758226,2000,2000,80,1500,2000,2940,800,1600,0,0,0,0,1440,1450,490,420,1500,150,310,400,2000,1500,80,400,1500,150,310,400,-1440,-1450,-490,-420,620,1140,300,920,2680,3120,2140,2710,10650,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758236,7000,2000,100,400,7000,3440,590,1850,0,0,0,0,1440,350,440,510,2000,1500,150,310,2000,400,100,400,2000,1500,150,310,-1440,-350,-440,-510,620,1640,1650,690,3300,4760,3790,3400,15250,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758238,15000,1500,7000,600,15000,2940,7440,950,4060,1050,0,0,0,0,5940,760,7000,2000,1500,150,1500,600,7000,400,2940,950,1500,150,4060,1050,-5940,-760,710,1640,550,640,4010,6400,4340,4040,18790,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758254,4000,7000,1000,6000,4000,7000,6940,6000,12060,0,0,340,0,2010,5990,0,15000,2940,950,1500,7000,6000,1000,400,7000,3990,950,1160,12060,-2010,-5990,340,960,2030,525,6140,4970,8430,4865,10180,28445,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758296,4000,3000,0,1000,4000,3000,5990,3010,13060,3990,0,890,0,0,2000,0,4000,7000,3990,950,3000,1000,0,400,3000,3010,3990,400,13060,3990,-2000,890,200,6030,2210,6190,5170,14460,7075,16370,43075,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758304,1000,1000,200,0,1000,1000,2200,0,16060,6990,810,4480,0,0,0,0,4000,3000,3010,3990,1000,0,200,400,1000,0,2200,400,16060,6990,810,4480,445,6530,1995,2200,5615,20990,9070,18570,54245,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
1758310,100,0,0,0,100,0,0,0,17060,7990,810,6280,0,0,0,0,1000,1000,0,2200,0,0,0,400,0,0,0,400,17060,7990,810,6280,2240,8030,3495,405,7855,29020,12565,18975,68415,400,7800,29300,"cmmm2jp86000cii045rt5cwoi"
