id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1682986,100000,180000,0,100000,100000,332440,933868,430930,0,0,0,84020,232440,380930,923868,0,100000,50000,10000,27560,180000,100000,0,400,100000,50000,10000,400,-232440,-380930,-923868,84020,28430,152640,331130,934068,55620,276480,925315,4980520,6237935,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1682988,250000,200000,0,100000,250000,432440,923868,480930,0,0,0,93620,332440,380930,873868,0,100000,100000,50000,10000,200000,100000,0,400,100000,100000,50000,400,-332440,-380930,-873868,93620,42010,232640,381130,924068,97630,509120,1306445,5904588,7817783,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1682994,500000,220000,0,100000,500000,552440,873868,480930,0,0,0,143220,302440,380930,773868,0,250000,100000,100000,50000,220000,100000,0,400,250000,100000,100000,400,-302440,-380930,-773868,143220,46810,332640,381130,874068,144440,841760,1687575,6778656,9452431,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683000,500000,220000,0,100000,500000,522440,773868,480930,0,0,0,242820,22440,230930,673868,0,500000,250000,100000,100000,220000,100000,0,400,500000,250000,100000,400,-22440,-230930,-673868,242820,71610,302640,381130,774068,216050,1144400,2068705,7552724,10981879,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683007,400000,150000,2,50000,400000,172440,673870,280930,327560,219070,0,342420,0,0,423870,0,500000,500000,250000,100000,150000,50000,2,400,172440,280930,250000,400,327560,219070,-423870,342420,121410,22640,231130,674068,337460,1167040,2299835,8226792,12031127,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683029,0,50000,2,20000,0,50000,423872,20000,677560,371510,0,592020,0,0,142942,0,400000,172440,280930,250000,50000,20000,2,400,50000,20000,280930,400,677560,371510,-142942,592020,171210,163780,109535,424070,508670,1330820,2409370,8650862,12899722,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683043,0,20000,0,0,0,20000,142942,0,657560,421510,0,872550,0,0,122942,0,0,50000,20000,280930,20000,0,0,400,20000,0,20000,400,657560,421510,-122942,872550,296010,338780,185755,143142,804680,1669600,2595125,8794004,13863409,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683049,0,0,0,20000,0,0,122942,20000,657560,421510,0,892150,0,0,122942,0,0,20000,0,20000,0,20000,0,400,0,20000,0,400,657560,421510,-122942,892150,436275,328780,210755,123142,1240955,1998380,2805880,8917146,14962361,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683076,0,0,67,25000,0,0,123009,25000,657560,396510,0,891750,0,0,103009,0,0,0,20000,0,0,25000,67,400,0,25000,20000,400,657560,396510,-103009,891750,446075,328780,210755,123142,1687030,2327160,3016635,9040288,16071113,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683088,0,0,118250,25000,0,0,221259,25000,657560,371510,0,911350,0,0,196259,0,0,0,25000,20000,0,25000,118250,400,0,25000,25000,400,657560,371510,-196259,911350,445875,328780,198255,103209,2132905,2655940,3214890,9143497,17147232,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683092,0,0,0,50000,0,0,196259,50000,657560,321510,0,935950,0,0,171259,0,0,0,25000,25000,0,50000,0,400,0,50000,25000,400,657560,321510,-171259,935950,455675,328780,185755,196459,2588580,2984720,3400645,9339956,18313901,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683098,0,0,0,50000,0,0,171259,50000,657560,271510,0,960550,0,0,121259,0,0,0,50000,25000,0,50000,0,400,0,50000,50000,400,657560,271510,-121259,960550,467975,328780,160755,171459,3056555,3313500,3561400,9511415,19442870,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683102,0,0,1000000,50000,0,0,1121259,50000,657560,221510,0,1010150,0,0,1071259,0,0,0,50000,50000,0,50000,1000000,400,0,50000,50000,400,657560,221510,-1071259,1010150,480275,328780,135755,121459,3536830,3642280,3697155,9632874,20509139,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
1683109,0,0,1000000,50000,0,0,2071259,50000,657560,171510,0,1059750,0,0,2021259,0,0,0,50000,50000,0,50000,1000000,400,0,50000,50000,400,657560,171510,-2021259,1059750,505075,328780,110755,1071459,4041905,3971060,3807910,10704333,22525208,400,7800,29300,"cmkwp7sdo0008i6045bsjezt6"
