id,BREWERYactualProduction,DISTRIBUTORactualOrder,RETAILERactualOrder,WHOLESALERactualOrder,BREWERYopenOrders,DISTRIBUTORopenOrders,RETAILERopenOrders,WHOLESALERopenOrders,BREWERYinventory,DISTRIBUTORinventory,WHOLESALERinventory,RETAILERinventory,BREWERYbackorder,DISTRIBUTORbackorder,WHOLESALERbackorder,RETAILERbackorder,BREWERYincomingDelivery,DISTRIBUTORincomingDelivery,WHOLESALERincomingDelivery,RETAILERincomingDelivery,BREWERYincomingOrder,DISTRIBUTORincomingOrder,WHOLESALERincomingOrder,RETAILERincomingOrder,BREWERYoutgoingDelivery,DISTRIBUTORoutgoingDelivery,WHOLESALERoutgoingDelivery,RETAILERoutgoingDelivery,BREWERYsurplus,DISTRIBUTORsurplus,WHOLESALERsurplus,RETAILERsurplus,performanceControllingRETAILERCost,performanceControllingBREWERYCost,performanceControllingDISTRIBUTORCost,performanceControllingWHOLESALERCost,performanceControllingRETAILERCostAcc,performanceControllingBREWERYCostAcc,performanceControllingDISTRIBUTORCostAcc,performanceControllingWHOLESALERCostAcc,performanceControllingsupplyChainCostAcc,policySettingstargetSurplus,policySettingstargetRETAILERCost,policySettingstargetSupplyChainCost,gameId
1047381,70,100,500,100,70,100,500,100,400,400,0,400,0,0,0,0,100,100,100,100,100,100,500,100,100,100,500,100,400,400,0,400,200,200,200,200,200,200,200,200,800,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047430,100,50,0,600,100,50,0,600,420,0,100,500,0,100,0,0,70,100,100,500,50,600,0,400,50,500,0,400,420,-100,100,500,200,200,200,200,400,400,400,400,1600,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047486,50,600,200,200,50,600,200,300,0,0,400,100,80,250,0,0,100,50,500,0,600,200,200,400,520,50,200,400,-80,-250,400,100,250,210,300,200,650,610,700,600,2560,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047511,600,1000,500,0,600,1080,500,250,0,270,0,0,1030,0,50,100,50,520,50,200,1000,0,500,400,50,250,450,300,-1030,270,-50,-100,200,280,450,200,850,890,1150,800,3690,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047525,2000,300,1000,700,2000,1330,1050,700,0,0,0,0,730,380,800,50,600,50,250,450,300,700,1000,400,600,320,250,450,-730,-380,-800,-50,300,1230,200,250,1150,2120,1350,1050,5670,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047563,2000,1000,800,1200,2000,1730,1600,1580,270,0,0,0,0,980,1280,200,2000,600,320,250,1000,1200,800,400,1730,600,320,250,270,-980,-1280,-200,250,930,580,1000,1400,3050,1930,2050,8430,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047627,1500,2000,400,2000,1500,2000,1680,2980,270,0,0,0,0,1250,1080,280,2000,1730,600,320,2000,2000,400,400,2000,1730,600,320,270,-1250,-1080,-280,400,200,1180,1480,1800,3250,3110,3530,11690,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047689,3000,4000,600,1200,3000,4000,1680,2450,0,0,50,0,2230,450,0,80,1500,2000,1730,600,4000,1200,600,400,1770,2000,1680,600,-2230,-450,50,-80,480,200,1450,1280,2280,3450,4560,4810,15100,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047721,10000,1000,600,800,10000,3230,600,1250,0,520,1450,1200,230,0,0,0,3000,1770,2000,1680,1000,800,600,400,3000,1250,600,480,-230,520,1450,1200,280,2430,650,200,2560,5880,5210,5010,18660,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047744,5000,800,0,0,5000,1030,0,0,8970,3520,2700,1400,0,0,0,0,10000,3000,1250,600,800,0,0,400,1030,0,0,400,8970,3520,2700,1400,600,430,260,725,3160,6310,5470,5735,20675,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047753,1000,100,0,0,1000,100,0,0,13870,4550,2700,1000,0,0,0,0,5000,1030,0,0,100,0,0,400,100,0,0,400,13870,4550,2700,1000,700,4485,1760,1350,3860,10795,7230,7085,28970,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047769,100,0,0,0,100,0,0,0,14870,4650,2700,600,0,0,0,0,1000,100,0,0,0,0,0,400,0,0,0,400,14870,4650,2700,600,500,6935,2275,1350,4360,17730,9505,8435,40030,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047773,0,0,400,0,0,0,400,0,14970,4650,2300,200,0,0,0,0,100,0,0,0,0,0,400,400,0,0,400,400,14970,4650,2300,200,300,7435,2325,1350,4660,25165,11830,9785,51440,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047785,0,0,600,0,0,0,600,0,14970,4650,1700,200,0,0,0,0,0,0,0,400,0,0,600,400,0,0,600,400,14970,4650,1700,200,200,7485,2325,1150,4860,32650,14155,10935,62600,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047794,0,0,400,0,0,0,400,0,14970,4650,1300,400,0,0,0,0,0,0,0,600,0,0,400,400,0,0,400,400,14970,4650,1300,400,200,7485,2325,850,5060,40135,16480,11785,73460,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047802,0,0,400,0,0,0,400,0,14970,4650,900,400,0,0,0,0,0,0,0,400,0,0,400,400,0,0,400,400,14970,4650,900,400,200,7485,2325,650,5260,47620,18805,12435,84120,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047815,0,0,400,0,0,0,400,0,14970,4650,500,400,0,0,0,0,0,0,0,400,0,0,400,400,0,0,400,400,14970,4650,500,400,200,7485,2325,450,5460,55105,21130,12885,94580,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
1047827,0,0,200,500,0,0,200,500,14970,4150,300,400,0,0,0,0,0,0,0,400,0,500,200,400,0,500,200,400,14970,4150,300,400,200,7485,2325,250,5660,62590,23455,13135,104840,400,7800,29300,"a11cf81a00d811f0b1c08eccb4671098"
