category,Factory,Retailer,Wholesaler,Distributor
1,400,400,0,400
2,420,500,100,0
3,0,100,400,0
4,0,0,0,270
5,0,0,0,0
6,270,0,0,0
7,270,0,0,0
8,0,0,50,0
9,0,1200,1450,520
10,8970,1400,2700,3520
11,13870,1000,2700,4550
12,14870,600,2700,4650
13,14970,200,2300,4650
14,14970,200,1700,4650
15,14970,400,1300,4650
16,14970,400,900,4650
17,14970,400,500,4650
18,14970,400,300,4150
19,14970,200,500,4050
20,14970,100,400,3950
21,14970,0,200,3850
22,14970,0,0,3750
23,14970,0,0,3650
24,14970,0,0,0
