category,Factory,Retailer,Wholesaler,Distributor
1,400,400,400,400
2,400,100,320,400
3,400,0,220,380
4,380,0,290,280
5,280,0,440,280
6,285,0,560,430
7,462,0,610,550
8,583,0,560,600
9,614,0,560,600
10,614,0,360,600
11,614,0,160,550
12,564,0,10,430
13,444,0,0,290
14,287,0,0,0
15,0,0,0,0
16,0,0,0,0
17,135,0,0,0
18,131,0,0,0
19,612,0,0,0
20,90,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
